Park2010,parkCode,RecreationalVisits2010,NonRecreationalVisits2010,TotalVisits2010,RecreationVisitorHours2010,NonRecreationVisitorHours2010,VisitorDays2010,ConcessionerLodging2010,ConcessionerCamping2010,TentOvernights2010,RecreationVehicleOvernights2010,BackcountryOvernights2010,MiscellaneousOvernights2010,NonRecreationOvernights2010,TotalRecreationVisits2010,TotalNonRecreationVisits2010,SumOfTotalVisits2010,TotalRecreationVisitorHours2010,TotalNonRecreationVisitorHours2010,TotalVisitorDays2010,TotalConcessionerLodging2010,TotalConcessionerCamping2010,TotalTentOvernights2010,TotalRecreationVehicleOvernights2010,TotalBackcountryOvernights2010,TotalMiscellaneousOvernights2010,TotalNonRecreationOvernights2010
Eleanor Roosevelt NHS,ELRO,"52,575",0,"52,575","78,861",0,"6,571",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Eugene O'Neill NHS,EUON,"2,595",203,"2,798","33,036",406,"2,753",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Everglades NP,EVER,"937,680","4,073","941,753","3,584,072","18,315","298,672",0,0,"9,161","11,058","13,960",237,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Federal Hall NMEM,FEHA,"195,465","1,259","196,724","135,167","2,473","11,263",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fire Island NS,FIIS,"603,842","211,554","815,396","2,208,776","634,662","184,064",0,"3,965",0,0,"1,011","40,196",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
First Ladies NHS,FILA,"8,977",0,"8,977","17,954",0,"1,496",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Flight 93 NMEM,FLNI,"138,062",0,"138,062","138,062",0,"11,505",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Florissant Fossil Beds NM,FLFO,"65,106",0,"65,106","80,904",0,"6,741",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Ford's Theatre NHS,FOTH,"672,961","11,125","684,086","684,608","22,250","57,050",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Bowie NHS,FOBO,"9,478",0,"9,478","18,956",0,"1,579",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Caroline NMEM,FOCA,"295,728",0,"295,728","295,728",0,"24,644",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Davis NHS,FODA,"45,057","1,028","46,085","68,908","15,483","5,742",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Donelson NB,FODO,"193,715","397,067","590,782","129,805","13,104","10,817",0,0,0,0,0,33,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Frederica NM,FOFR,"292,697","1,800","294,497","295,403",444,"24,616",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Laramie NHS,FOLA,"56,701",365,"57,066","85,050",551,"7,087",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Larned NHS,FOLS,"28,205",0,"28,205","56,410",0,"4,700",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Matanzas NM,FOMA,"695,709",0,"695,709","704,943",0,"58,745",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort McHenry NM & HS,FOMC,"613,643",720,"614,363","920,464",360,"76,705",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Necessity NB,FONE,"275,084",120,"275,204","418,678",48,"34,889",0,0,0,0,0,"1,201",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Point NHS,FOPO,"1,313,937",0,"1,313,937","746,598",0,"62,216",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Pulaski NM,FOPU,"424,612","19,476","444,088","1,061,906","4,872","88,492",0,0,0,0,0,21,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Raleigh NHS,FORA,"305,884","1,344","307,228","466,663","1,344","38,888",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Scott NHS,FOSC,"27,385",673,"28,058","41,080",222,"3,423",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Smith NHS,FOSM,"68,242",0,"68,242","90,762",0,"7,563",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Stanwix NM,FOST,"104,146",0,"104,146","156,222",0,"13,018",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Sumter and Fort Moultrie NHP,FOSU,"779,793",0,"779,793","1,863,774",0,"155,314",0,0,0,0,0,5,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Union NM,FOUN,"10,545",220,"10,765","12,444",22,"1,037",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Union Trading Post NHS,FOUS,"14,149",778,"14,927","18,020",195,"1,501",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Vancouver NHS,FOVA,"840,614",0,"840,614","969,304",0,"80,775",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fort Washington Park,FOWA,"354,229",0,"354,229","1,374,904",0,"114,575",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fossil Butte NM,FOBU,"19,610",823,"20,433","29,482",382,"2,456",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Franklin Delano Roosevelt MEM,FRDE,"2,281,187",0,"2,281,187","1,141,801",0,"95,150",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Frederick Douglass NHS,FRDO,"42,194",0,"42,194","42,194",0,"3,516",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Frederick Law Olmsted NHS,FRLA,"3,528",66,"3,594","7,056",333,588,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Fredericksburg & Spotsylvania NMP,FRSP,"891,546","1,203,543","2,095,089","396,921","145,517","33,076",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Friendship Hill NHS,FRHI,"31,974",0,"31,974","73,922",0,"6,160",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gates of the Arctic NP & PRES,GAAR,"10,767",0,"10,767","177,296",0,"14,774",0,0,0,0,"7,175",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gateway Arch NP,JEFF,"2,426,214","277,253","2,703,467","9,704,849","47,134","808,737",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gateway NRA,GATE,"8,671,981","1,248,675","9,920,656","25,366,606","2,497,350","2,113,883",0,0,0,0,0,"13,049",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gauley River NRA,GARI,"104,118",0,"104,118","428,755",0,"35,729",0,0,"2,372","1,697",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
General Grant NMEM,GEGR,"119,031","3,217","122,248","59,519","4,551","4,959",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
George Rogers Clark NHP,GERO,"118,438",0,"118,438","158,707",0,"13,225",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
George Washington Birthplace NM,GEWA,"125,687","7,200","132,887","381,727","7,200","31,810",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
George Washington Carver NM,GWCA,"37,581",0,"37,581","48,857",0,"4,071",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
George Washington MEM PKWY,GWMP,"7,026,530","28,945,802","35,972,332","7,751,749","14,472,903","645,979",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gettysburg NMP,GETT,"1,028,212","74,400","1,102,612","4,709,032","12,348","392,419",0,0,0,0,0,"25,709",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gila Cliff Dwellings NM,GICL,"32,970",0,"32,970","46,131",0,"3,844",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Glacier Bay NP & PRES,GLBA,"444,597",426,"445,023","5,531,616","132,720","460,967","3,276",0,498,0,"6,023","5,115","5,530","281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Glacier NP,GLAC,"2,185,568","19,079","2,204,647","26,182,714","158,281","2,181,892","133,068",0,"101,053","104,385","30,495","2,188",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Glen Canyon NRA,GLCA,"2,139,351","25,271","2,164,622","40,745,953","303,263","3,395,496","170,291","97,733","5,216","5,661","45,531","1,283,255",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Golden Gate NRA,GOGA,"14,242,898",0,"14,242,898","23,819,304",0,"1,984,941","52,348",0,"2,669",0,735,"7,225",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Golden Spike NHP,GOSP,"43,998","31,000","74,998","108,145","15,500","9,012",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Governors Island NM,GOIS,"401,894",0,"401,894","803,788",0,"66,982",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Grand Canyon NP,GRCA,"4,370,274","80,685","4,450,959","68,423,059","80,685","5,701,921","614,324","53,563","155,411","99,756","295,044","25,594",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Grand Portage NM,GRPO,"110,536",0,"110,536","246,281",0,"20,523",0,0,0,0,204,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Grand Teton NP,GRTE,"2,640,277","1,351,151","3,991,428","17,949,577","1,351,151","1,495,798","206,442","272,806",92,904,"30,913","3,140",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Grant-Kohrs Ranch NHS,GRKO,"20,733",0,"20,733","25,501",0,"2,125",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Great Basin NP,GRBA,"87,309",700,"88,009","1,102,039",353,"91,836",0,0,"18,474","11,660",425,"5,158",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Great Sand Dunes NP & PRES,GRSA,"281,323",470,"281,793","1,892,235",470,"157,686",0,0,"27,323","13,389","2,145","6,679",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Great Smoky Mountains NP,GRSM,"9,533,163","11,587,184","21,120,347","70,858,432","5,793,594","5,904,869","11,044",0,"150,988","126,325","79,913","20,053",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Greenbelt Park,GREE,"272,543",0,"272,543","1,481,922",0,"123,493",0,0,"29,752","13,975",0,"11,914",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Guadalupe Mountains NP,GUMO,"205,643",0,"205,643","466,495",0,"38,874",0,0,"8,918","4,655","2,479","1,461",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Guilford Courthouse NMP,GUCO,"285,552","4,557,324","4,842,876","190,757","37,825","15,896",0,0,0,0,0,7,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Gulf Islands NS,GUIS,"4,084,446","88,672","4,173,118","9,884,917","27,531","823,743",0,0,"16,465","36,045","1,161","5,925",513,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hagerman Fossil Beds NM,HAFO,"29,219",0,"29,219","43,826",0,"3,652",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Haleakala NP,HALE,"1,142,489","29,088","1,171,577","2,962,846","20,160","246,903",0,0,"15,814",0,"1,312","3,702",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hamilton Grange NMEM,HAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hampton NHS,HAMP,"31,314",600,"31,914","46,973",600,"3,914",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Harpers Ferry NHP,HAFE,"265,400",0,"265,400","1,061,604",0,"88,467",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Harry S Truman NHS,HSTR,"25,466",0,"25,466","19,108",0,"1,592",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hawaii Volcanoes NP,HAVO,"1,270,852","1,870,066","3,140,918","8,073,253","617,119","672,771","5,591",0,"8,978",641,"4,598","65,839",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Herbert Hoover NHS,HEHO,"135,865","18,000","153,865","135,865","1,200","11,322",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Home of Franklin D. Roosevelt NHS,HOFR,"135,162",0,"135,162","235,718",0,"19,643",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Homestead NM of America,HOME,"73,463","460,345","533,808","123,284","73,655","10,273",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hopewell Culture NHP,HOCU,"33,227",0,"33,227","66,451",0,"5,537",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hopewell Furnace NHS,HOFU,"55,350",600,"55,950","66,421",300,"5,535",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Horseshoe Bend NMP,HOBE,"68,934","968,736","1,037,670","163,293","322,880","13,607",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hot Springs NP,HOSP,"1,333,558","2,189,619","3,523,177","2,996,760","437,925","249,730",0,0,"3,994","7,756",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hovenweep NM,HOVE,"27,718",300,"28,018","96,069",60,"8,005",0,0,936,757,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Hubbell Trading Post NHS,HUTR,"82,029","4,584","86,613","42,380","1,056","3,531",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Independence NHP,INDE,"3,850,412",0,"3,850,412","5,813,098",0,"484,424",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Indiana Dunes NP,INDU,"2,116,538","18,721","2,135,259","5,816,027","9,357","484,668",0,0,"18,594","4,331",0,"2,190",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Isle Royale NP,ISRO,"15,715",96,"15,811","1,195,467","2,952","99,622","6,359",361,"5,513",0,"34,033","2,633",118,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
James A. Garfield NHS,JAGA,"24,148",0,"24,148","48,296",0,"4,024",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Jean Lafitte NHP & PRES,JELA,"359,062","192,000","551,062","548,909","91,320","45,742",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Jewel Cave NM,JECA,"104,030",23,"104,053","232,307",23,"19,358",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Jimmy Carter NHS,JICA,"64,118",0,"64,118","84,890",0,"7,074",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
"John D. Rockefeller, Jr. MEM PKWY",JODR,"1,207,131","10,800","1,217,931","1,889,538","2,700","157,461","20,274","10,580",0,0,"2,434",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
John Day Fossil Beds NM,JODA,"134,699",840,"135,539","156,913",84,"13,076",0,0,0,0,0,55,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
John F. Kennedy NHS,JOFI,"12,607",0,"12,607","6,305",0,525,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
John Muir NHS,JOMU,"36,380","2,034","38,414","56,714",511,"4,726",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Johnstown Flood NMEM,JOFL,"85,066","150,416","235,482","89,380","4,511","7,448",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Joshua Tree NP,JOTR,"1,420,207","5,223","1,425,430","10,454,957","5,223","871,246",0,0,"162,684","41,955","7,834","64,832",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Kalaupapa NHP,KALA,"28,546",0,"28,546","228,368",0,"19,030",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Kaloko Honokohau NHP,KAHO,"138,614",0,"138,614","287,766",0,"23,980",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Katmai NP & PRES,KATM,"55,132",0,"55,132","320,553",0,"26,712","3,895",0,"2,319",0,483,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Kenai Fjords NP,KEFJ,"296,727",0,"296,727","801,327",0,"66,777",0,0,"1,284",0,529,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Kennesaw Mountain NBP,KEMO,"1,438,310","25,724,175","27,162,485","2,204,716","4,115,868","183,726",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
